block_bbox,block_content,block_embedding,block_id,block_summary,block_type,document_title,image_caption,image_footer,image_path,num_blocks,num_pages,page_height,page_number,page_width,pdf_path,section_title
"[107, 163, 505, 218]","We had already seen AdaGN improve our earliest diffusion models, and so had it included by default in all our runs. In Table 3, we explicitly ablate this choice, and find that the adaptive group normalization layer indeed improved FID. Both models use 128 base channels and 2 residual blocks per resolution, multi-resolution attention with 64 channels per head, and BigGAN up/downsampling, and were trained for 700K iterations.","[-0.00962067  0.00150394  0.00693893 ...  0.01599121 -0.00135994
 -0.03186035]",2,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 223, 505, 268]","In the rest of the paper, we use this final improved model architecture as our default: variable width with 2 residual blocks per resolution, multiple heads with 64 channels per head, attention at 32, 16 and 8 resolutions, BigGAN residual blocks for up and downsampling, and adaptive group normalization for injecting timestep and class embeddings into residual blocks.","[-0.03097534 -0.0168457  -0.02026367 ...  0.03009033  0.00862885
 -0.0262146 ]",3,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[108, 282, 226, 297]",4 Classifier Guidance,"[ 0.00448608  0.04592896 -0.01690674 ...  0.00164795  0.02734375
  0.01356506]",4,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 307, 505, 373]","In addition to employing well designed architectures, GANs for conditional image synthesis [39, 5] make heavy use of class labels. This often takes the form of class-conditional normalization statistics [16, 11] as well as discriminators with heads that are explicitly designed to behave like classifiers  [40]. As further evidence that class information is crucial to the success of these models, Lucic et al. [36] find that it is helpful to generate synthetic labels when working in a label-limited regime.","[-0.03311157  0.00548172 -0.01459503 ...  0.0158844  -0.02107239
  0.00836945]",5,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 378, 505, 456]","Given this observation for GANs, it makes sense to explore different ways to condition diffusion models on class labels. We already incorporate class information into normalization layers (Section 3.1). Here, we explore a different approach: exploiting a classifier  to improve a diffusion generator. Sohl-Dickstein et al. [56] and Song et al. [60] show one way to achieve this, wherein a pre-trained diffusion model can be conditioned using the gradients of a classifier. In particular, we can train a classifier  on noisy images , and then use gradients   to guide the diffusion sampling process towards an arbitrary class label .","[-0.00779343  0.03012085 -0.02445984 ...  0.0056076  -0.04724121
  0.00918579]",6,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 460, 505, 505]","In this section, we first review two ways of deriving conditional sampling processes using classifiers. We then describe how we use such classifiers in practice to improve sample quality. We choose the notation  and   for brevity, noting that they refer to separate functions for each timestep  and at training time the models must be conditioned on the input .","[ 0.01123047  0.02459717  0.00830078 ...  0.02949524 -0.01341248
 -0.01235962]",7,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 517, 286, 529]",4.1 Conditional Reverse Noising Process,"[ 0.02293396  0.03756714  0.0089798  ...  0.01296997 -0.00424194
 -0.02816772]",8,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[105, 537, 504, 560]","We start with a diffusion model with an unconditional reverse noising process  . To condition this on a label  , it suffices to sample each transition2 according to","[ 0.01878357  0.0423584  -0.00714493 ...  0.00597    -0.00749588
 -0.00268745]",9,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[219, 565, 392, 579]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",10,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 589, 505, 623]","where  is a normalizing constant (proof in Appendix ). It is typically intractable to sample from this distribution exactly, but Sohl-Dickstein et al. [56] show that it can be approximated as a perturbed Gaussian distribution. Here, we review this derivation.","[-0.02357483 -0.00089645 -0.01416779 ... -0.0383606  -0.01522827
 -0.00961304]",11,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 627, 504, 650]",Recall that our diffusion model predicts the previous timestep  from timestep  using a Gaussian distribution:,"[-0.02319336  0.01034546 -0.03121948 ... -0.00384331 -0.01132965
 -0.00632858]",12,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[200, 654, 410, 695]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",13,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[105, 71, 505, 311]",,"[ 0.03013611  0.0357666   0.00496674 ... -0.01403046 -0.01274872
  0.02003479]",0,,table,,,,src/resources/pdf/Diffusion GAN/auto/images/fc48b5308f8b226890b8de4655795f5549a4c74385ba512b7255e180061924b7.jpg,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 334, 506, 370]","We can assume that  has low curvature compared to . This assumption is reasonable in the limit of infinite diffusion steps, where . In this case, we can approximate using a Taylor expansion around   as","[ 0.03741455  0.01525116 -0.01038361 ...  0.01847839 -0.03604126
 -0.00696945]",1,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[167, 377, 443, 406]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",2,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 418, 372, 432]","Here, , and  is a constant. This gives","[ 0.02767944  0.02748108 -0.01789856 ... -0.01960754 -0.05523682
 -0.00611496]",3,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[131, 438, 479, 527]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",4,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 538, 505, 594]","We can safely ignore the constant term , since it corresponds to the normalizing coefficient  in Equation 2. We have thus found that the conditional transition operator can be approximated by a Gaussian similar to the unconditional transition operator, but with its mean shifted by . Algorithm 1 summaries the corresponding sampling algorithm. We include an optional scale factor  for the gradients, which we describe in more detail in Section 4.3.","[ 0.02128601  0.03311157  0.01846313 ... -0.02937317 -0.01182556
 -0.02622986]",5,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 609, 268, 622]",4.2 Conditional Sampling for DDIM,"[-0.01494598  0.02726746 -0.01238251 ...  0.025177    0.00485229
 -0.03005981]",6,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 631, 505, 687]","The above derivation for conditional sampling is only valid for the stochastic diffusion sampling process, and cannot be applied to deterministic sampling methods like DDIM [57]. To this end, we use a score-based conditioning trick adapted from Song et al. [60], which leverages the connection between diffusion models and score matching [59]. In particular, if we have a model   that predicts the noise added to a sample, then this can be used to derive a score function:","[ 0.00010973  0.01901245 -0.01628113 ...  0.02001953 -0.00248718
 -0.02204895]",7,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[233, 695, 378, 721]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",8,,text,,,,,9,44,792.0,7,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[109, 70, 502, 166]",,"[-0.05825806 -0.06933594 -0.03056335 ... -0.00572586 -0.00023603
  0.01004791]",0,,image,,"Figure 3: Samples from an unconditional diffusion model with classifier guidance to condition on the class ""Pembroke Welsh corgi"". Using classifier scale 1.0 (left; FID: 33.0) does not produce convincing samples in this class, whereas classifier scale 10.0 (right; FID: 12.0) produces much more class-consistent images.",,src/resources/pdf/Diffusion GAN/auto/images/5f5265c9b577c6cc8fdd5d0cd36afd388e3099a0056f82276766fcdc34f77ee4.jpg,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 239, 377, 252]",We can now substitute this into the score function for :,"[ 0.03564453  0.01337433  0.0102005  ... -0.00456619 -0.01022339
 -0.01722717]",1,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[173, 254, 439, 297]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",2,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[105, 303, 504, 325]","Finally, we can define a new epsilon prediction  which corresponds to the score of the joint distribution:","[ 0.02938843  0.01161194 -0.00729752 ... -0.00180912  0.02455139
 -0.01264191]",3,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[215, 327, 396, 342]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",4,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[108, 350, 506, 384]","We can then use the exact same sampling procedure as used for regular DDIM, but with the modified noise predictions   instead of . Algorithm 2 summaries the corresponding sampling algorithm.","[-0.01625061 -0.01404572 -0.00327301 ...  0.02441406 -0.02314758
 -0.01795959]",5,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 396, 249, 408]",4.3 Scaling Classifier Gradients,"[ 0.06524658  0.05712891  0.00029016 ... -0.01100922  0.02824402
  0.01095581]",6,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 416, 505, 482]","To apply classifier guidance to a large scale generative task, we train classification models on ImageNet. Our classifier architecture is simply the downsampling trunk of the UNet model with an attention pool [49] at the 8x8 layer to produce the final output. We train these classifiers on the same noising distribution as the corresponding diffusion model, and also add random crops to reduce overfitting. After training, we incorporate the classifier into the sampling process of the diffusion model using Equation 10, as outlined by Algorithm 1.","[ 0.01173401  0.04013062 -0.01107788 ...  0.03277588  0.00107288
 -0.02204895]",7,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 487, 505, 553]","In initial experiments with unconditional ImageNet models, we found it necessary to scale the classifier gradients by a constant factor larger than 1. When using a scale of 1, we observed that the classifier assigned reasonable probabilities (around ) to the desired classes for the final samples, but these samples did not match the intended classes upon visual inspection. Scaling up the classifier gradients remedied this problem, and the class probabilities from the classifier increased to nearly . Figure 3 shows an example of this effect.","[ 0.00042725  0.04608154 -0.0037632  ...  0.00443649 -0.02478027
 -0.01705933]",8,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 558, 505, 624]","To understand the effect of scaling classifier gradients, note that , where  is an arbitrary constant. As a result, the conditioning process is still theoretically grounded in a re-normalized classifier distribution proportional to . When  , this distribution becomes sharper than , since larger values are amplified by the exponent. In other words, using a larger gradient scale focuses more on the modes of the classifier, which is potentially desirable for producing higher fidelity (but less diverse) samples.","[ 0.02471924  0.03421021 -0.00387764 ...  0.0023365  -0.03305054
 -0.03015137]",9,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 628, 505, 695]","In the above derivations, we assumed that the underlying diffusion model was unconditional, modeling . It is also possible to train conditional diffusion models, , and use classifier guidance in the exact same way. Table 4 shows that the sample quality of both unconditional and conditional models can be greatly improved by classifier guidance. We see that, with a high enough scale, the guided unconditional model can get quite close to the FID of an unguided conditional model, although training directly with the class labels still helps. Guiding a conditional model further improves FID.","[ 0.01397705  0.03588867 -0.01050568 ...  0.01499939  0.00294304
 -0.0395813 ]",10,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 699, 504, 722]","Table 4 also shows that classifier guidance improves precision at the cost of recall, thus introducing a trade-off in sample fidelity versus diversity. We explicitly evaluate how this trade-off varies with the gradient scale in Figure 4. We see that scaling the gradients beyond 1.0 smoothly trades off recall (a measure of diversity) for higher precision and IS (measures of fidelity). Since FID and sFID depend on both diversity and fidelity, their best values are obtained at an intermediate point. We also compare our guidance with the truncation trick from BigGAN in Figure 5. We find that classifier guidance is strictly better than BigGAN-deep when trading off FID for Inception Score. Less clear cut is the precision/recall trade-off, which shows that classifier guidance is only a better choice up until a certain precision threshold, after which point it cannot achieve better precision.","[-0.01421356  0.03198242 -0.00255966 ... -0.00697327  0.02946472
 -0.01622009]",11,,text,,,,,12,44,792.0,8,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[113, 194, 498, 297]",,"[ 0.00181866  0.01496887 -0.01152802 ... -0.00411987 -0.0276947
 -0.04931641]",0,,image,,Table 4: Effect of classifier guidance on sample quality. Both conditional and unconditional models were trained for 2M iterations on ImageNet  with batch size 256.,,src/resources/pdf/Diffusion GAN/auto/images/2517573d8bf7d9d148b827b3915fb3dd42aa7e6b571aabf9bcedb0436dc15e32.jpg,6,44,792.0,9,612.0,src/resources/pdf/Diffusion GAN.pdf,
